"Ticker","Period","Date","""Open""","""High""","""Low""","""Close""","""Volume""","""LogReturn""","Sector"
"VZ","W","2023-03-24","37.529998779296875","37.70000076293945","37.25","37.65999984741211","14960047","0","TelecommunicationServices"
"VZ","W","2023-03-31","37.9900016784668","39.04990005493164","37.70000076293945","38.88999938964844","76594435","3.2660635879446342","TelecommunicationServices"
"VZ","W","2023-04-06","39.04999923706055","40.244998931884766","39.01499938964844","39.47999954223633","83039875","3.194909159393333","TelecommunicationServices"
"VZ","W","2023-04-14","39.209999084472656","39.70000076293945","38.88999938964844","39.220001220703125","66273488","-0.6585570530593499","TelecommunicationServices"
"VZ","W","2023-04-21","39.220001220703125","39.5099983215332","36.974998474121094","37.31999969482422","101207605","-4.84447084839953","TelecommunicationServices"
"VZ","W","2023-04-28","37.189998626708984","39.","36.56999969482422","38.83000183105469","114859632","4.046093645707849","TelecommunicationServices"
"VZ","W","2023-05-05","39.16999816894531","39.18000030517578","37.154998779296875","37.83000183105469","82995918","-2.575328232923868","TelecommunicationServices"
"VZ","W","2023-05-12","37.68000030517578","37.904998779296875","37.290000915527344","37.59000015258789","59066112","-0.634421535422125","TelecommunicationServices"
"VZ","W","2023-05-19","37.630001068115234","37.630001068115234","35.720001220703125","36.04999923706055","94599024","-4.0968366833627705","TelecommunicationServices"
"VZ","W","2023-05-26","36.25","36.90999984741211","34.66999816894531","35.","104900818","-2.9126193045272197","TelecommunicationServices"
"VZ","W","2023-06-02","34.970001220703125","35.974998474121094","33.720001220703125","34.58000183105469","155203163","-1.1999947684151802","TelecommunicationServices"
"VZ","W","2023-06-09","34.779998779296875","35.619998931884766","34.33000183105469","35.470001220703125","106732819","2.573740146101322","TelecommunicationServices"
"VZ","W","2023-06-16","35.65999984741211","36.685001373291016","35.36000061035156","36.459999084472656","103290582","2.7910849441744157","TelecommunicationServices"
"VZ","W","2023-06-23","36.08000183105469","36.16999816894531","35.47999954223633","35.5099983215332","66239694","-2.6055973307581026","TelecommunicationServices"
"VZ","W","2023-06-30","35.65999984741211","37.25","35.5","37.189998626708984","86193394","4.731062755801485","TelecommunicationServices"
"VZ","W","2023-07-07","37.16999816894531","37.68000030517578","35.869998931884766","35.900001525878906","72293453","-1.7141627436690454","TelecommunicationServices"
"VZ","W","2023-07-14","35.91999816894531","35.959999084472656","33.94499969482422","34.0099983215332","143184247","-5.264632657420032","TelecommunicationServices"
"VZ","W","2023-07-21","33.650001525878906","34.15999984741211","31.25","33.880001068115234","297133084","-0.38223246055165694","TelecommunicationServices"
"VZ","W","2023-07-28","33.880001068115234","34.95000076293945","33.540000915527344","34.029998779296875","153168317","0.44273230948270736","TelecommunicationServices"
