"Ticker","Period","Date","""Open""","""High""","""Low""","""Close""","""Volume""","""LogReturn""","Sector"
"ZTS","M","2023-03-31","161.","166.8000030517578","159.96499633789062","166.44000244140625","9772175","0","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2023-04-28","166.7899932861328","177.44000244140625","164.1999969482422","175.77999877929688","26892160","1.3765439556865156","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2023-05-31","175.72000122070312","187.82000732421875","158.64999389648438","163.00999450683594","50323709","5.8387187710048805","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2023-06-30","162.89999389648438","174.6750030517578","161.61000061035156","172.2100067138672","42693509","-7.264765252669292","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2023-07-31","170.52999877929688","194.99000549316406","166.","188.08999633789062","39788372","5.643833210880489","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2023-08-31","187.4600067138672","194.36500549316406","177.25","190.50999450683594","40337170","9.459962178066995","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2023-09-29","192.97000122070312","193.35000610351562","172.7899932861328","173.97999572753906","31009784","1.286617159903547","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2023-10-31","173.1999969482422","177.50999450683594","153.52000427246094","157.","21380292","-8.676709493424328","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2023-11-30","156.4199981689453","181.3699951171875","151.02999877929688","176.6699981689453","36557120","-9.544198261473348","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2023-12-29","176.25","201.9199981689453","176.25","197.3699951171875","30046168","12.528661254105256","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2024-01-31","195.7899932861328","199.8249969482422","185.3800048828125","187.80999755859375","25601765","11.716758455189069","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2024-02-29","188.3000030517578","200.25","182.07000732421875","198.3300018310547","18331501","-4.627905936860877","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2024-03-28","196.19000244140625","196.19000244140625","164.19000244140625","169.2100067138672","30357695","5.601408023648347","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2024-04-30","168.99000549316406","169.3800048828125","144.82000732421875","159.24000549316406","30247899","-14.682597110039353","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2024-05-31","158.1699981689453","175.77999877929688","158.0500030517578","169.55999755859375","15553568","-5.626561685970333","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2024-06-28","170.0399932861328","181.64999389648438","166.4499969482422","173.36000061035156","15590003","6.480778516346342","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2024-07-31","173.25999450683594","186.33999633789062","171.5399932861328","180.0399932861328","11464721","2.2410964298607894","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2024-08-30","181.0500030517578","190.14999389648438","172.6699981689453","183.49000549316406","12520406","4.103567718403234","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2024-09-30","182.7100067138672","200.02999877929688","181.55999755859375","195.3800048828125","12453505","1.9162476870059564","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2024-10-31","195.4499969482422","196.07000732421875","178.74000549316406","178.77999877929688","11608946","6.479916635073213","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2024-11-29","179.97999572753906","183.0500030517578","169.3300018310547","175.25","18004950","-8.275159023162592","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2024-12-31","175.77999877929688","181.74000549316406","161.58999633789062","162.92999267578125","21739733","-1.9744931219373374","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2025-01-31","164.8699951171875","174.61000061035156","160.6999969482422","170.89999389648438","23536992","-7.029961383291738","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2025-02-28","168.47000122070312","177.39999389648438","154.32000732421875","167.24000549316406","50591695","5.204725641371488","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2025-03-31","166.25","177.","158.38999938964844","164.64999389648438","27090101","-2.1415965676026882","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2025-04-30","163.9199981689453","166.33999633789062","139.6999969482422","156.39999389648438","61335052","-1.5486794496580747","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2025-05-30","156.5500030517578","169.7899932861328","148.99000549316406","168.6300048828125","67453698","-4.687205682376572","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2025-06-30","167.82000732421875","172.22999572753906","154.25999450683594","155.9499969482422","58660931","7.8197004242998025","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2025-07-31","154.94000244140625","161.77000427246094","145.30999755859375","145.7899932861328","70387131","-7.519425705634141","PharmaceuticalsBiotechnologyAndLifeSciences"
"ZTS","M","2025-08-11","146.17999267578125","160.0500030517578","144.25","149.02000427246094","30661241","-6.200358324196841","PharmaceuticalsBiotechnologyAndLifeSciences"
