"Ticker","Period","Date","""Open""","""High""","""Low""","""Close""","""Volume""","""LogReturn""","Sector"
"NFLX","M","2023-03-31","320.6300048828125","345.8399963378906","320.6300048828125","345.4800109863281","47148201","0","MediaAndEntertainment"
"NFLX","M","2023-04-28","341.8299865722656","349.79998779296875","316.1000061035156","329.92999267578125","127991129","5.204176611821332","MediaAndEntertainment"
"NFLX","M","2023-05-31","329.43499755859375","405.1099853515625","315.6199951171875","395.2300109863281","145487650","-4.500989294909552","MediaAndEntertainment"
"NFLX","M","2023-06-30","397.4100036621094","448.6499938964844","393.0799865722656","440.489990234375","147280502","19.792083096463674","MediaAndEntertainment"
"NFLX","M","2023-07-31","439.760009765625","485.","411.8800048828125","438.9700012207031","168815860","11.451554282301801","MediaAndEntertainment"
"NFLX","M","2023-08-31","437.3699951171875","445.25","398.1499938964844","433.67999267578125","107345716","-0.34506777619693896","MediaAndEntertainment"
"NFLX","M","2023-09-29","437.7250061035156","453.45001220703125","371.1000061035156","377.6000061035156","100318111","-1.2050956854024797","MediaAndEntertainment"
"NFLX","M","2023-10-31","377.4800109863281","418.8399963378906","344.7300109863281","411.69000244140625","164044616","-12.931190628891065","MediaAndEntertainment"
"NFLX","M","2023-11-30","414.7699890136719","482.70001220703125","414.17999267578125","473.9700012207031","71753994","9.028070918130492","MediaAndEntertainment"
"NFLX","M","2023-12-29","473.1700134277344","500.8900146484375","445.7300109863281","486.8800048828125","80422817","15.127887101936821","MediaAndEntertainment"
"NFLX","M","2024-01-31","483.18499755859375","579.6400146484375","461.8599853515625","564.1099853515625","145921563","2.7238018500875594","MediaAndEntertainment"
"NFLX","M","2024-02-29","567.02001953125","605.3599853515625","549.","602.9199829101562","71657013","15.862220607588661","MediaAndEntertainment"
"NFLX","M","2024-03-28","599.8099975585938","634.3900146484375","592.","607.3300170898438","60151072","6.879863602202829","MediaAndEntertainment"
"NFLX","M","2024-04-30","608.","639.","542.010009765625","550.6400146484375","87956090","0.7314460135160017","MediaAndEntertainment"
"NFLX","M","2024-05-31","547.8400268554688","664.25","544.25","641.6199951171875","63535994","-9.3342994494244","MediaAndEntertainment"
"NFLX","M","2024-06-28","645.2150268554688","689.8800048828125","626.4400024414062","674.8800048828125","54272118","16.52258790651766","MediaAndEntertainment"
"NFLX","M","2024-07-31","674.8900146484375","697.489990234375","617.","628.3499755859375","78921657","5.183755185115513","MediaAndEntertainment"
"NFLX","M","2024-08-30","629.25","711.3300170898438","587.0399780273438","701.3499755859375","67317690","-6.894563323883762","MediaAndEntertainment"
"NFLX","M","2024-09-30","700.0999755859375","725.260009765625","660.7999877929688","709.27001953125","53110035","11.617729424104395","MediaAndEntertainment"
"NFLX","M","2024-10-31","713.6400146484375","773.","677.8800048828125","756.030029296875","85337842","1.1292570358608867","MediaAndEntertainment"
"NFLX","M","2024-11-29","753.47998046875","908.","747.77001953125","886.8099975585938","64164477","6.59269509185354","MediaAndEntertainment"
"NFLX","M","2024-12-31","887.510009765625","941.75","884.1199951171875","891.3200073242188","57208977","17.298250491894706","MediaAndEntertainment"
"NFLX","M","2025-01-31","895.5","999.","823.5189819335938","976.760009765625","90346633","0.5085655076106033","MediaAndEntertainment"
"NFLX","M","2025-02-28","973.","1064.5","955.","980.5599975585938","71430996","9.585783078952904","MediaAndEntertainment"
"NFLX","M","2025-03-31","983.","998.7000122070312","854.5","932.530029296875","113846198","0.3890400666465066","MediaAndEntertainment"
"NFLX","M","2025-04-30","927.5","1133.199951171875","821.0999755859375","1131.719970703125","122955060","-4.8982181999372205","MediaAndEntertainment"
"NFLX","M","2025-05-30","1122.52001953125","1215.9100341796875","1102.9300537109375","1207.22998046875","75212482","21.3601637639957","MediaAndEntertainment"
"NFLX","M","2025-06-30","1201.199951171875","1341.1500244140625","1180.6099853515625","1339.1300048828125","55001744","6.672146089170061","MediaAndEntertainment"
"NFLX","M","2025-07-31","1338.22998046875","1338.77001953125","1157.739990234375","1159.4000244140625","86670741","10.925840688851052","MediaAndEntertainment"
"NFLX","M","2025-08-08","1163.010009765625","1214.1099853515625","1144.7099609375","1211.6400146484375","18603558","-13.421398954052833","MediaAndEntertainment"
