"Ticker","Period","Date","""Open""","""High""","""Low""","""Close""","""Volume""","""LogReturn""","Sector"
"NFLX","D","2023-03-24","320.6300048828125","331.8299865722656","320.6300048828125","328.3900146484375","13004085","0","MediaAndEntertainment"
"NFLX","D","2023-03-27","327.54998779296875","336.44000244140625","324.4100036621094","327.6600036621094","8625763","-0.22229999505608555","MediaAndEntertainment"
"NFLX","D","2023-03-28","326.05999755859375","333.32000732421875","321.2799987792969","323.5199890136719","6489388","-1.263509309090649","MediaAndEntertainment"
"NFLX","D","2023-03-29","326.2900085449219","332.8500061035156","325.7300109863281","332.0299987792969","6287336","2.630443266139393","MediaAndEntertainment"
"NFLX","D","2023-03-30","340.2699890136719","343.2900085449219","335.29998779296875","338.42999267578125","7131468","1.9275348372176815","MediaAndEntertainment"
"NFLX","D","2023-03-31","340.04998779296875","345.8399963378906","337.20001220703125","345.4800109863281","5610161","2.0831541125555075","MediaAndEntertainment"
"NFLX","D","2023-04-03","341.8299865722656","348.5799865722656","340.3999938964844","348.2799987792969","4413650","0.8104630380712852","MediaAndEntertainment"
"NFLX","D","2023-04-04","348.489990234375","349.79998779296875","343.95001220703125","346.75","3298072","-0.4393013623117614","MediaAndEntertainment"
"NFLX","D","2023-04-05","345.29998779296875","345.42999267578125","336.25299072265625","342.3500061035156","4205545","-1.268923978798675","MediaAndEntertainment"
"NFLX","D","2023-04-06","339.3399963378906","340.4800109863281","332.6300048828125","339.3299865722656","4660542","-0.8821438520251856","MediaAndEntertainment"
"NFLX","D","2023-04-10","335.2699890136719","339.8800048828125","333.3599853515625","338.989990234375","2657898","-0.10019637265927805","MediaAndEntertainment"
"NFLX","D","2023-04-11","343.45001220703125","347.1400146484375","337.635009765625","338.2099914550781","4044778","-0.2300949295752308","MediaAndEntertainment"
"NFLX","D","2023-04-12","340.80999755859375","342.79998779296875","330.0400085449219","331.0299987792969","3965440","-2.1229392558424487","MediaAndEntertainment"
"NFLX","D","2023-04-13","339.989990234375","346.42999267578125","338.75","346.19000244140625","7406437","4.579646472529153","MediaAndEntertainment"
"NFLX","D","2023-04-14","342.94000244140625","344.8529968261719","336.4100036621094","338.6300048828125","5350508","-2.183771196533413","MediaAndEntertainment"
"NFLX","D","2023-04-17","338.","338.3900146484375","327.5","332.7200012207031","6136047","-1.7452687525887245","MediaAndEntertainment"
"NFLX","D","2023-04-18","335.","337.19000244140625","330.5","333.70001220703125","17944496","0.29454525809466947","MediaAndEntertainment"
"NFLX","D","2023-04-19","324.2099914550781","325.75","316.1000061035156","323.1199951171875","22128267","-3.1705174416594817","MediaAndEntertainment"
"NFLX","D","2023-04-20","320.3900146484375","331.42999267578125","318.3299865722656","325.3500061035156","9947800","0.6901494862672664","MediaAndEntertainment"
"NFLX","D","2023-04-21","323.","328.2900085449219","319.5","327.9800109863281","6348000","0.8083617130702381","MediaAndEntertainment"
"NFLX","D","2023-04-24","330.20001220703125","334.6600036621094","326.75","329.0199890136719","5586627","0.3170857956301232","MediaAndEntertainment"
"NFLX","D","2023-04-25","328.5","328.6549987792969","321.1000061035156","322.54998779296875","5426642","-1.9664462454389908","MediaAndEntertainment"
"NFLX","D","2023-04-26","321.3599853515625","325.8999938964844","320.4700012207031","321.1499938964844","4623238","-0.43403935807401206","MediaAndEntertainment"
"NFLX","D","2023-04-27","324.29998779296875","327.45001220703125","317.44000244140625","325.8500061035156","5618768","1.4634944095767821","MediaAndEntertainment"
"NFLX","D","2023-04-28","325.239990234375","330.8080139160156","324.","329.92999267578125","4228374","1.252105722216701","MediaAndEntertainment"
"NFLX","D","2023-05-01","329.43499755859375","331.2300109863281","318.0899963378906","324.1199951171875","5341484","-1.760978900849175","MediaAndEntertainment"
"NFLX","D","2023-05-02","325.","326.07000732421875","315.6199951171875","317.54998779296875","4318612","-2.027029317288287","MediaAndEntertainment"
"NFLX","D","2023-05-03","317.54998779296875","324.6199951171875","315.8500061035156","319.29998779296875","5064057","0.5510943370405474","MediaAndEntertainment"
"NFLX","D","2023-05-04","319.010009765625","323.6099853515625","317.95001220703125","320.7799987792969","3879657","0.4635173952113547","MediaAndEntertainment"
"NFLX","D","2023-05-05","323.6099853515625","324.1499938964844","319.44000244140625","322.760009765625","3990637","0.6172488914093499","MediaAndEntertainment"
"NFLX","D","2023-05-08","322.989990234375","332.55999755859375","322.0299987792969","331.2099914550781","5488593","2.618038615003493","MediaAndEntertainment"
"NFLX","D","2023-05-09","330.6700134277344","336.32000732421875","329.739990234375","332.1400146484375","5544852","0.2807956333906514","MediaAndEntertainment"
"NFLX","D","2023-05-10","335.2099914550781","337.1099853515625","329.510009765625","335.4200134277344","4289897","0.9875349655682708","MediaAndEntertainment"
"NFLX","D","2023-05-11","334.9800109863281","345.4700012207031","331.8399963378906","344.760009765625","8033531","2.784567397288873","MediaAndEntertainment"
"NFLX","D","2023-05-12","344.760009765625","348.1659851074219","337.364013671875","339.8900146484375","6082360","-1.4125754087599196","MediaAndEntertainment"
"NFLX","D","2023-05-15","340.6199951171875","341.8999938964844","335.5400085449219","335.8900146484375","3652970","-1.1768512835357514","MediaAndEntertainment"
"NFLX","D","2023-05-16","334.","335.1700134277344","331.9100036621094","333.75","3334863","-0.6371176739735418","MediaAndEntertainment"
"NFLX","D","2023-05-17","331.760009765625","341.3800048828125","329.614990234375","339.9599914550781","3958807","1.8606715970271637","MediaAndEntertainment"
"NFLX","D","2023-05-18","347.25","375.8699951171875","346.3699951171875","371.2900085449219","20925235","9.215795351607925","MediaAndEntertainment"
"NFLX","D","2023-05-19","369.8599853515625","369.989990234375","363.80999755859375","365.3599853515625","7859703","-1.5971405254342819","MediaAndEntertainment"
"NFLX","D","2023-05-22","365.3599853515625","372.010009765625","362.5","363.010009765625","5406420","-0.6431945697819796","MediaAndEntertainment"
"NFLX","D","2023-05-23","360.239990234375","364.1700134277344","354.30999755859375","355.989990234375","6866078","-1.9338363522764634","MediaAndEntertainment"
"NFLX","D","2023-05-24","356.92999267578125","367.1510009765625","356.625","364.8500061035156","7973316","2.488838482033562","MediaAndEntertainment"
"NFLX","D","2023-05-25","359.6099853515625","367.45001220703125","357.4200134277344","359.","6263105","-1.6034003030428567","MediaAndEntertainment"
"NFLX","D","2023-05-26","361.1000061035156","383.760009765625","356.","378.8800048828125","9360436","5.537605816939406","MediaAndEntertainment"
"NFLX","D","2023-05-30","397.4800109863281","405.1099853515625","385.7900085449219","392.9800109863281","10864990","3.7214964954080276","MediaAndEntertainment"
"NFLX","D","2023-05-31","391.8900146484375","396.260009765625","388.9100036621094","395.2300109863281","6988047","0.5725482052771014","MediaAndEntertainment"
"NFLX","D","2023-06-01","397.4100036621094","407.5199890136719","393.0799865722656","403.1300048828125","7160145","1.998834520882986","MediaAndEntertainment"
"NFLX","D","2023-06-02","402.8900146484375","406.5799865722656","395.8999938964844","400.4700012207031","5902381","-0.6598376776451143","MediaAndEntertainment"
"NFLX","D","2023-06-05","400.4700012207031","413.8599853515625","400.1499938964844","403.5400085449219","7247413","0.7666010724550754","MediaAndEntertainment"
"NFLX","D","2023-06-06","405.","405.1199951171875","396.92999267578125","399.2900085449219","4991532","-1.0531793403396605","MediaAndEntertainment"
"NFLX","D","2023-06-07","410.42999267578125","418.95001220703125","399.2300109863281","399.7699890136719","11932392","0.12020848467986234","MediaAndEntertainment"
"NFLX","D","2023-06-08","399.7699890136719","409.5400085449219","396.3399963378906","409.3699951171875","5991087","2.401382386707196","MediaAndEntertainment"
"NFLX","D","2023-06-09","424.5","425.8999938964844","414.760009765625","420.0199890136719","12372827","2.6015570323945303","MediaAndEntertainment"
"NFLX","D","2023-06-12","418.8299865722656","424.70001220703125","416.5669860839844","423.9700012207031","5967712","0.9404343389244341","MediaAndEntertainment"
"NFLX","D","2023-06-13","430.010009765625","437.2699890136719","428.3999938964844","435.7300109863281","7820535","2.7737834591516686","MediaAndEntertainment"
"NFLX","D","2023-06-14","434.989990234375","447.3299865722656","433.5","440.8599853515625","8413089","1.1773286750715428","MediaAndEntertainment"
"NFLX","D","2023-06-15","444.1000061035156","448.6499938964844","439.5","445.2699890136719","7099915","1.000318425042046","MediaAndEntertainment"
"NFLX","D","2023-06-16","446.1499938964844","447.510009765625","430.8999938964844","431.9599914550781","8753740","-2.9891970909777688","MediaAndEntertainment"
"NFLX","D","2023-06-20","430.17999267578125","440.","430.","434.70001220703125","4762313","0.6343228090923914","MediaAndEntertainment"
"NFLX","D","2023-06-21","432.6499938964844","434.54998779296875","422.5400085449219","424.45001220703125","5146441","-2.3579479439071904","MediaAndEntertainment"
"NFLX","D","2023-06-22","422.92999267578125","424.7099914550781","418.67999267578125","422.4800109863281","4872246","-0.46413032490200123","MediaAndEntertainment"
"NFLX","D","2023-06-23","418.5899963378906","425.82000732421875","417.7300109863281","424.0199890136719","8298600","0.3645090861810196","MediaAndEntertainment"
"NFLX","D","2023-06-26","422.43499755859375","430.9599914550781","414.8999938964844","415.94000244140625","4640022","-1.905567374561934","MediaAndEntertainment"
"NFLX","D","2023-06-27","417.3900146484375","420.8789978027344","411.5","417.0799865722656","4818066","0.2740741751618314","MediaAndEntertainment"
"NFLX","D","2023-06-28","423.1000061035156","437.2919921875","422.8900146484375","429.8399963378906","8811342","3.0593675497335715","MediaAndEntertainment"
"NFLX","D","2023-06-29","434.3299865722656","437.8500061035156","426.1499938964844","428.239990234375","4932310","-0.372232951132323","MediaAndEntertainment"
"NFLX","D","2023-06-30","431.1000061035156","444.1199951171875","431.1000061035156","440.489990234375","7346394","2.8605455537432656","MediaAndEntertainment"
"NFLX","D","2023-07-03","439.760009765625","441.5450134277344","431.6199951171875","441.44000244140625","3733207","0.21567169018432697","MediaAndEntertainment"
"NFLX","D","2023-07-05","444.9100036621094","450.9700012207031","439.6239929199219","445.8999938964844","6875414","1.0103278883680344","MediaAndEntertainment"
"NFLX","D","2023-07-06","440.","442.79998779296875","430.7200012207031","438.8399963378906","4944892","-1.5833141186883948","MediaAndEntertainment"
"NFLX","D","2023-07-07","438.6000061035156","442.32501220703125","435.8349914550781","438.1000061035156","4165144","-0.16862415471474712","MediaAndEntertainment"
"NFLX","D","2023-07-10","438.5199890136719","444.4100036621094","436.82000732421875","441.7099914550781","4251737","0.8240094273610943","MediaAndEntertainment"
"NFLX","D","2023-07-11","438.6499938964844","440.79998779296875","431.0419921875","440.2099914550781","4574559","-0.3395893298810626","MediaAndEntertainment"
"NFLX","D","2023-07-12","444.54998779296875","445.40899658203125","437.7489929199219","444.04998779296875","5731657","0.8723101275365908","MediaAndEntertainment"
"NFLX","D","2023-07-13","447.","451.6700134277344","441.177001953125","450.3800048828125","6157475","1.4255190325092482","MediaAndEntertainment"
